cc_alias	cc_id	language	lexeme	lexeme_id	status
ashes-S	3868	Gypsy_Gk	PRAXORA	7877	LOAN
ashes-T	3869	Magahi	bɑni	30742	
at-A	2	Baluchi	SAR-A	28373	EXCLUDE
at-A	2	Digor_Ossetic	cor	27270	
at-A	2	Iron_Ossetic	sur	27269	
at-A	2	Ossetic	tsur	26815	
at-A	2	Pashto	DE...SERA	5	
at-Aa	3788	Baluchi	A	1966	
at-Ab	3789	Zazaki	verā	29505	
at-Ac	3790	Tadzik	dær	16711	
at-Ad	3791	Tadzik	BA	27074	
at-Ae	3792	Sariqoli	bar	30000	
at-Af	3874	Gypsy_Gk	KAI	7878	LOAN
at-Ag	3875	Singhalese	E	14931	
at-Ah	3911	Ancient_Greek	πᾰρά	18644	EXCLUDE
at-Ah	3911	Classical_Armenian	aṙ	28442	
at-B	3298	Lithuanian_ST	i:	27055	
at-B	3298	Tocharian_A	-aṃ	23094	
at-B	3298	Tocharian_B	-ne	23267	
at-C	545	Albanian_K	NDE	980	
at-C	545	Albanian_T	ˈnə	1180	
at-C	545	Albanian_Top	NE	1378	
at-D	569	Armenian_List	MOD	1578	
at-D	569	Ossetic	(MAE - AEM)	11592	
at-E	1449	Greek_D	STO, STE	6696	
at-E	1449	Greek_K	EIS TO	6894	
at-E	1449	Greek_Md	SE, STE	7092	
at-E	1449	Greek_Ml	SE	7287	
at-E	1449	Greek_Mod	se̞	7486	
at-F	1636	Kashmiri	KANI	9048	
at-G	1659	Hindi	mẽ	8061	
at-G	1659	Khaskura	MA	9243	
at-G	1659	Magahi	mẽ	30743	
at-G	1659	Marathi	t, tʰe	11193	
at-G	1659	Nepali	MA	11393	
at-G	1659	Panjabi_ST	TE	11776	
at-H	1829	Assamese	ɒt	19024	
at-H	1829	Lahnda	UTTE	9628	
at-H	1829	Marathi	'wadzta	26585	
at-H	1829	Vedic_Sanskrit	adhi	22329	
at-I	2534	Ancient_Greek	ἐπί	18643	EXCLUDE
at-I	2534	Proto-Indo-European	*h₁epi, *h₁opi	23828	
at-I	2534	Proto-Indo-European	*h1opi	23829	
at-I	2534	Vedic_Sanskrit	api, pi	31041	
at-J	2535	Ancient_Greek	en	18646	
at-J	2535	Breton_List	E, EN	2556	
at-J	2535	Breton_Se	E, EN	2755	
at-J	2535	Breton_ST	e, ẽn	2953	
at-J	2535	Lower_Sorbian	WU	10425	
at-J	2535	Polish	v	12362	
at-J	2535	Portuguese_ST	ɐ̃j	12754	
at-J	2535	Russian	v	13551	
at-J	2535	Ukrainian	V	17100	
at-J	2535	Welsh_C	YN	18242	
at-J	2535	Welsh_N	YN	18442	
at-K	2125	Waziri	KSHE, PA, PERI	18050	
at-I	2534	Frisian	op	6306	
at-L	2536	Hindi	-PER	24508	
at-I	2534	Luxembourgish	op	24287	
at-L	2536	Magahi	pər	30832	
at-L	2536	Marathi	-ver	25173	
at-L	2536	Panjabi_ST	PER	25172	
at-L	2536	Urdu	pəɾ, pɛ	24495	
at-M	2537	Oriya	re	22045	
at-M	2537	Oriya	ṭhare	22044	
at-N	2538	Byelorussian	PRY	25175	
at-N	2538	Czech	pr̝̊ɪ	25176	
at-N	2538	Czech_E	PRI	25180	
at-N	2538	Latvian	PIE	9827	
at-N	2538	Latvian	pìe	20579	
at-N	2538	Lithuanian_ST	pɐs	27057	
at-N	2538	Lithuanian_ST	PRIE	10225	
at-N	2538	MACEDONIAN_P	PRI	11001	
at-N	2538	Old_Church_Slavonic	pri	21076	
at-N	2538	Old_High_German	zi	27880	
at-N	2538	Old_Prussian	prēi	21859	
at-N	2538	Polish	pʃɨ	29464	
at-N	2538	Serbian	pri	22602	
at-N	2538	Slovak	PRI	15131	
at-N	2538	SLOVENIAN_P	PRI	15721	
at-N	2538	Ukrainian	PRY	25181	
at-N	2538	Upper_Sorbian	PRI	10617	
at-O	2539	Czech	KU	25179	
at-O	2539	Serbian	kôd	22601	
at-O	2539	Serbocroatian	KOD	14540	
at-O	2539	SERBOCROATIAN_P	kôd	27174	
at-O	2539	Slovenian	K	25183	
at-P	2540	BULGARIAN_P	U	3350	
at-P	2540	BYELORUSSIAN_P	U	3741	
at-P	2540	Czech	ʊ	4130	
at-P	2540	CZECH_P	U	4527	
at-P	2540	Macedonian	U	25184	
at-P	2540	Old_Church_Slavonic	ѹ	21075	
at-P	2540	POLISH_P	U	12562	
at-P	2540	Russian	u	25185	
at-P	2540	RUSSIAN_P	U	13751	
at-P	2540	Serbian	u	22603	
at-P	2540	SERBOCROATIAN_P	u	14739	
at-P	2540	SLOVAK_P	U	15330	
at-P	2540	UKRAINIAN_P	U	17300	
at-Q	2541	Bulgarian	na	3151	
at-Q	2541	Czech	NA	25188	
at-Q	2541	Czech_E	NA	4328	
at-Q	2541	Macedonian	NA	10809	
at-Q	2541	Slovenian	NE	15522	
at-Q	2541	Ukrainian	NA	25187	
at-R	2542	Brazilian	A	25189	
at-R	2542	Catalan	a	3933	
at-R	2542	Dolomite_Ladino	a	31716	
at-R	2542	English	æt	5117	
at-R	2542	Faroese	A	25193	
at-R	2542	French	a	5711	
at-R	2542	French_Creole_C	A	5911	
at-R	2542	French_Creole_D	A-, A	6109	
at-R	2542	Friulian	a	26167	
at-R	2542	Gothic	at	19917	
at-R	2542	Irish_A	AIG	8456	
at-R	2542	Irish_B	ɛɟ	8655	
at-R	2542	Italian	a, ad	8849	
at-R	2542	Ladin	A, AD, ADA	9430	
at-R	2542	Latin	ad	20339	
at-R	2542	Old_English	æt	21323	
at-R	2542	Old_High_German	az	27881	
at-R	2542	Old_Norse	at	21566	
at-R	2542	Oscan	az	28385	
at-R	2542	Proto-Indo-European	*h₂ed	23830	
at-R	2542	Provencal	A	12954	
at-R	2542	Romansh	a	26374	
at-R	2542	Rumanian_List	la	13352	
at-R	2542	Sardinian_C	A	13943	
at-R	2542	Sardinian_L	A	14142	
at-R	2542	Sardinian_N	A	14342	
at-R	2542	Scots_Gaelic	ek	24067	
at-R	2542	Spanish	a	15913	
at-R	2542	Swedish_Up	AT	16312	
at-R	2542	Swedish_Vl	OT  OT	25195	
at-R	2542	Umbrian	-kum	28759	
at-R	2542	Umbrian	-ař	28758	
at-R	2542	Vlach	A	17491	
at-R	2542	Walloon	A	17850	
at-S	2543	Brazilian	NO	2359	
at-S	2543	Portuguese_ST	a	25190	
at-T	2544	Flemish	AEN	25196	
at-T	2544	German	an	6497	
at-T	2544	German_Munich	an	30564	
at-T	2544	Luxembourgish	an	24284	
at-T	2544	Luxembourgish	dran	24286	
at-T	2544	Pennsylvania_Dutch	ONN	11974	
at-T	2544	Schwyzerdutsch	a	29009	
at-U	2545	Danish	veð	4718	
at-U	2545	Faroese	VID, I	5317	
at-U	2545	Icelandic_ST	VIO	8261	
at-U	2545	Norwegian	VED	13154	
at-U	2545	Old_Norse	við	21565	
at-U	2545	Swedish	viːd	16113	
at-U	2545	Swedish_Up	VID	25174	
at-V	2546	Afrikaans	TE	205	
at-V	2546	Dutch_List	tə	4918	
at-V	2546	Flemish	TE	5514	
at-W	2547	Cornish	ort	19586	
at-W	2547	Welsh_N	WRTH	25197	
at-X	3785	Sogdian	kw	29243	
at-Y	3786	Wakhi	DU	24507	
at-Z	3787	Pashto	TA NEZDE	28374	
at-Z	3787	Wakhi	TE	17672	
at-Z	3787	Zazaki	het(i)	29504	
back-A	3	Pashto	SA	6	
back-A	3	Waziri	SHAMZAI	18051	
back-B	180	Danish	b̥ɛj	4719	
back-B	180	English	bæk	5118	
back-B	180	Faroese	BAK	5318	
back-B	180	Icelandic_ST	paːk	8262	
back-B	180	Old_English	bæc	21325	
back-B	180	Old_Norse	bak	21568	
back-B	180	Pennsylvania_Dutch	BUUCKEL	11975	
back-B	180	Sranan	BAKA	16907	
back-B	180	Swedish_Up	BAK	16313	
back-B	180	Swedish_Vl	BAK	16513	
back-C	2186	Catalan	əs'paʎʎə	3934	
back-C	2186	Rumanian_List	spate	23490	
back-C	2186	Spanish	es'palda	15914	
back-D	2549	Albanian_C	GHARESI	23501	
back-D	2549	Albanian_C	KRAX-T / KARINA	601	
back-D	2549	Albanian_Top	KURIS	1379	
back-E	2550	Ancient_Greek	νῶτον	18647	
back-E	2550	Gothic	nōt-a*	19919	
back-E	2550	Ukrainian	NAZAG	25200	
back-E	2550	Ukrainian	OMYNATY	17101	
back-F	2551	Catalan	əs'kɛnə	23497	LOAN
back-F	2551	Dolomite_Ladino	schina	31717	
back-F	2551	Friulian	schene	26168	LOAN
back-F	2551	Provencal	ESQUINO	23498	LOAN
back-G	686	Assamese	pithi	19025	
back-G	686	Avestan	parštō	27677	
back-G	686	Baluchi	PHUSHT	1967	
back-G	686	Bengali	PIT	2161	
back-G	686	Bihari	piʈa	19312	
back-G	686	Gujarati	PITH	23503	
back-G	686	Hindi	piːʈʰ	8062	
back-G	686	Kashmiri	PYUTHU	9049	
back-G	686	Lahnda	PICCHE	9629	
back-G	686	Magahi	pitʰ	30744	
back-G	686	Marathi	patʰ	11194	
back-G	686	Nepali	PITH	11394	
back-G	686	Oriya	piṭhi	22046	
back-G	686	Panjabi_ST	PITTH	11777	
back-G	686	Persian	POSHT	12165	
back-G	686	Sindhi	puṭhe	22843	
back-G	686	Singhalese	PASSA	14932	
back-G	686	Sogdian	prc(h)	29339	
back-G	686	Tadzik	puʃt	16712	
back-G	686	Vedic_Sanskrit	pr̥ṣṭhám	22330	
back-G	686	Zazaki	pāštī	29506	
back-H	851	French	do	5712	
back-H	851	French_Creole_C	DO	5912	
back-H	851	French_Creole_D	DO	6110	
back-H	851	Italian	'dɔsso	8850	
back-H	851	Ladin	DOSS	23489	
back-H	851	Latin	dorsum	20341	EXCLUDE
back-H	851	Portuguese_ST	dorso	12755	
back-H	851	Provencal	DOS	12955	
back-H	851	Romansh	dies	26375	
back-H	851	Rumanian_List	DOS	13353	
back-H	851	Sardinian_L	DORSO	14143	
back-H	851	Spanish	DORSO	23496	
back-I	969	Breton_List	KEIN	2557	
back-I	969	Breton_Se	KEIN	2756	
back-I	969	Breton_ST	kɛjn	2954	
back-I	969	Cornish	cein	19587	
back-I	969	Welsh_C	CEFEN	18243	
back-I	969	Welsh_N	CEFN	23488	
back-J	1196	BULGARIAN_P	GRUB	3351	
back-J	1196	BYELORUSSIAN_P	CHRYBET	3742	
back-J	1196	Czech_E	HRBET	4329	
back-J	1196	Lower_Sorbian	KSEBJAT	10426	
back-J	1196	Macedonian	ɡr̩p	10810	
back-J	1196	MACEDONIAN_P	GRB	11002	
back-J	1196	Old_Church_Slavonic	xribĭtŭ	21077	
back-J	1196	POLISH_P	GRZBIET	12563	
back-J	1196	SERBOCROATIAN_P	HRBAT	14740	
back-J	1196	SLOVAK_P	CHRBAT	15331	
back-J	1196	Slovenian	HERBET	15523	
back-J	1196	SLOVENIAN_P	HRBET	15722	
back-J	1196	Upper_Sorbian	CHRIBJET	10618	
back-K	1450	Greek_D	PISO	6697	
back-K	1450	Greek_K	HOPISO	6895	
back-L	1580	Greek_Md	PLATE	23499	EXCLUDE
back-L	1580	Greek_Ml	PLATE	7288	
back-L	1580	Greek_Mod	ˈplati	7487	
back-M	1637	Gypsy_Gk	DUMO	7879	LOAN
back-M	1637	Ossetic	C"YLDYM	11593	
back-M	1637	Sariqoli	dom	30001	
back-M	1637	Shughni	dām	29719	
back-M	1637	Wakhi	DUM	23487	
back-N	1683	Irish_A	DROM	8457	
back-N	1683	Irish_B	d̪ˠɾˠɪmʲ	8656	
back-N	1683	Old_Irish	druimm	28137	
back-N	1683	Scots_Gaelic	druim	23942	
back-O	1846	Latvian	MUGURA	9828	
back-O	1846	Latvian	mugura	20580	
back-O	1846	Lithuanian_ST	NUGARA	10226	
back-P	1885	Lithuanian_O	PECAI	10027	
back-P	1885	Polish	'plɛʦɨ	12363	
back-Q	2059	ALBANIAN	SHPINA	405	LOAN
back-Q	2059	Albanian_G	SHPINA	791	LOAN
back-Q	2059	Albanian_Standard	shpinë	30763	LOAN
back-Q	2059	Russian	spi'na	13552	
back-Q	2059	RUSSIAN_P	SPINA	13752	
back-Q	2059	Ukrainian	SPYNA	23500	
back-Q	2059	UKRAINIAN_P	SPYNA	17301	
back-R	2183	Afrikaans	RUG	206	
back-R	2183	Dutch_List	rʏχ	4919	
back-R	2183	Faroese	RYGGUR	23492	
back-R	2183	Flemish	RUG	5515	
back-R	2183	Frisian	rɛːx	6307	
back-R	2183	German	'rijkn̩	6498	
back-R	2183	German_Munich	Rücken	30280	
back-R	2183	Luxembourgish	Réck	24166	
back-R	2183	Norwegian	RYGG	13155	
back-R	2183	Old_English	hrycg	21324	
back-R	2183	Old_High_German	rucki	27882	
back-R	2183	Old_Norse	hryggr	21567	
back-R	2183	Schwyzerdutsch	rügge	29010	
back-R	2183	Swedish	rʏg	16114	
back-R	2183	Swedish_Up	RYGG	23494	
back-R	2183	Swedish_Vl	ROG	23493	
back-S	2552	Ladin	RAIN	9431	LOAN
back-S	2552	Walloon	RIN	17851	LOAN
back-T	3191	Digor_Ossetic	fɐsontɐ	27272	
back-T	3191	Iron_Ossetic	fɐšontɐ	27271	
back-T	3191	Ossetic	fæsontæ	23491	
back-U	2188	Old_Church_Slavonic	lędvĭję	23504	
back-U	2188	Serbian	lěːdʑa	22604	
back-U	2188	SERBOCROATIAN_P	lěːdʑa	27146	
back-V	3412	Sariqoli	arqo	30002	
back-V	3412	Wakhi	URQA	17673	
back-W	3876	Urdu	kəməɾ	24382	LOAN
back-X	3877	Khaskura	KANDO	9244	
back-Y	3878	Bihari	ɖar	19313	
back-Z	3879	Marwari	măŭ̃r	20816	
bad-A	4	Baluchi	HARAB	23512	
bad-A	4	Bengali	KHARAP	2162	LOAN
bad-A	4	Bihari	khərap	19314	LOAN
bad-A	4	Gujarati	KNERAB	7687	LOAN
bad-A	4	Hindi	KHERAB	8063	LOAN
bad-A	4	Magahi	kʰərɑb	30745	LOAN
bad-A	4	Oriya	khɔrap(ɔ)	22047	LOAN
bad-A	4	Sindhi	xərāb(u)	22844	LOAN
bad-A	4	Urdu	χəɾɑb	24522	LOAN
bad-A	4	Waziri	KHAROP	23525	LOAN
bad-Aa	3192	Irish_B	d̪ˠoːn̪ˠə	26936	
bad-Aa	3192	Scots_Gaelic	d̪̊ɔnə	24051	
bad-Ab	3221	Iron_Ossetic	ɐvžɐr	27273	
bad-Ab	3221	Ossetic	ævzær	11594	
bad-Ac	3299	Hittite	idālus	20151	
bad-Ac	3299	Luvian	ādduwālis	28826	
bad-Ad	3300	Tocharian_B	yolo	23270	
bad-Ae	3782	Shughni	šakki	29721	
bad-Ae	3782	Wakhi	SUK	17674	
bad-Af	3783	Sogdian	βyz-	29245	
bad-Ag	3784	Sariqoli	žit	30003	
bad-Ah	3853	Kati	dɪgʌr	30378	
bad-Ai	3858	Vedic_Sanskrit	pāpás	22331	
bad-Aj	3859	Khaskura	NARAMRO	9245	
bad-Ak	3860	Nepali	GHATIYA	11395	
bad-Al	3861	Assamese	beyā	19026	
bad-Am	3862	Assamese	hobā-nāyā	19027	
bad-An	3863	Digor_Ossetic	lɐʁuz	27274	
bad-Ao	3864	Sindhi	ḍ̄uṣ̌ṭu	22845	
bad-Ap	3865	Kashmiri	AROTU	23523	
bad-Aq	3866	Singhalese	NARAKA	14933	
bad-Ar	3867	Gypsy_Gk	NASUL	7880	
bad-As	3880	Marathi	wa͜i:ʈ	11195	
bad-B	181	Afrikaans	SLEG	207	
bad-B	181	Dutch_List	slɛχt	4920	
bad-B	181	Flemish	SLECHT	5516	
bad-B	181	German	ʃlɛçt	6499	
bad-B	181	German_Munich	schlecht	30281	
bad-B	181	Latvian	SLIKTS	9829	
bad-B	181	Latvian	slikts	20581	
bad-B	181	Luxembourgish	schlecht	24267	
bad-B	181	Pennsylvania_Dutch	SCHLECHT	11976	
bad-B	181	Schwyzerdutsch	schlächt	29011	
bad-B	181	Sranan	OGRI	16908	
bad-B	181	Sranan	SLEKTI	23514	
bad-C	356	ALBANIAN	LIG	406	
bad-C	356	Albanian_C	lig	602	
bad-C	356	Albanian_Top	ILIK	1380	
bad-D	852	Brazilian	MAU	2361	
bad-D	852	Catalan	mal	3935	
bad-D	852	French	mɔvɛ	5713	
bad-D	852	French_Creole_C	MOVE	5913	
bad-D	852	French_Creole_D	MOVE	6111	
bad-D	852	Ladin	MEL	9432	
bad-D	852	Latin	ˈmalus	20342	
bad-D	852	Oscan	mallom	28386	
bad-D	852	Portuguese_ST	maw	12756	
bad-D	852	Romansh	mal	26376	
bad-D	852	Sardinian_C	MALU	13944	
bad-D	852	Sardinian_L	MALU	14144	
bad-D	852	Sardinian_N	MALU	14343	
bad-D	852	Spanish	'malo	15915	
bad-D	852	Walloon	MAL	17852	
bad-E	970	Breton_List	FALL, FALS-	2558	
bad-E	970	Breton_Se	FALL	2757	
bad-E	970	Breton_ST	fal	2955	
bad-F	1106	Bulgarian	lɔʃ	3152	
bad-F	1106	Macedonian	LOS	10811	
bad-F	1106	Serbian	loš	22605	
bad-G	1197	BULGARIAN_P	ZUL	3352	
bad-G	1197	BYELORUSSIAN_P	ZLY	3743	
bad-G	1197	Czech	zliː	26866	
bad-G	1197	Czech_E	ZLE	4330	
bad-G	1197	CZECH_P	ZLY	4528	
bad-G	1197	Lower_Sorbian	ZLY	10427	
bad-G	1197	MACEDONIAN_P	ZOL	11003	
bad-G	1197	Old_Church_Slavonic	zŭlŭ	21078	
bad-G	1197	Polish	zwɨ	12364	
bad-G	1197	POLISH_P	ZLY	12564	
bad-G	1197	RUSSIAN_P	ZLOJ	13753	
bad-G	1197	Serbocroatian	ZAO	14541	
bad-G	1197	SERBOCROATIAN_P	zâ.o	14741	
bad-G	1197	Slovak	ZLY	15132	
bad-G	1197	SLOVAK_P	ZLY	15332	
bad-G	1197	SLOVENIAN_P	ZEL	15723	
bad-G	1197	UKRAINIAN_P	ZLYJ	17302	
bad-G	1197	Upper_Sorbian	ZLY	10619	
bad-H	1304	Frisian	bar	6308	
bad-I	1451	ALBANIAN	KEKJ	23521	
bad-I	1451	Albanian_G	KEKJ	792	
bad-I	1451	Albanian_Standard	i, e keq	30764	
bad-I	1451	Albanian_T	kɛcɕ	1181	
bad-I	1451	Ancient_Greek	kakós	18648	
bad-I	1451	Avestan	akō	27678	
bad-I	1451	Avestan	aγō	27679	
bad-I	1451	Greek_D	KAKOS	6698	
bad-I	1451	Greek_K	KAKOS	6896	
bad-I	1451	Greek_Ml	KAKOS	7289	
bad-I	1451	Greek_Mod	kaˈko̞s	7488	
bad-J	1684	Irish_A	OLC	8458	
bad-J	1684	Irish_B	OLC	8657	
bad-J	1684	Old_Irish	olc	28138	
bad-J	1684	Scots_Gaelic	olc	24052	
bad-K	1886	Byelorussian	BLAGI	23516	
bad-K	1886	Lithuanian_O	BLOGAS	10028	
bad-K	1886	Lithuanian_ST	‘blo:ɡɐs	23528	
bad-L	2556	Breton_List	GWALL-	25204	
bad-M	2038	Norwegian	DARLIG	13156	
bad-M	2038	Swedish	ˈdoː.lɪ(ɡ)	16115	
bad-M	2038	Swedish_Up	DALIG	16314	
bad-M	2038	Swedish_Vl	DALI	16514	
bad-N	2098	Slovenian	SLABU	15524	
bad-N	2098	Vlach	SLAB	17492	
bad-O	2137	Cornish	dro:g	19588	
bad-O	2137	Welsh_C	DRWG	18244	
bad-O	2137	Welsh_N	DRWG	18444	
bad-P	2190	Armenian_Mod	vɑt	1772	LOAN
bad-P	2190	Kashmiri	BAD	9050	LOAN
bad-P	2190	Marwari	bəd	20818	LOAN
bad-P	2190	Pashto	BAD	7	
bad-P	2190	Persian	BAD	12166	
bad-P	2190	Sindhi	badu	22847	LOAN
bad-P	2190	Tadzik	BAD	23518	
bad-P	2190	Waziri	BAD	18052	
bad-Q	2191	Danish	ɔn	4720	
bad-Q	2191	Icelandic_ST	VONDUR	25203	
bad-Q	2191	Old_Norse	vándr	21570	
bad-Q	2191	Swedish	und	23515	
bad-R	2192	Faroese	ILLUR	5319	
bad-R	2192	Icelandic_ST	ILLUR	23529	
bad-R	2192	Icelandic_ST	LELEGUR	8263	
bad-R	2192	Old_Norse	illr	21569	
bad-S	2193	Czech	SPATNY	4131	
bad-S	2193	Czech_E	SPATNE	23517	
bad-T	2194	Cornish	bad	19589	LOAN
bad-T	2194	English	bæd	5119	
bad-U	2195	Gothic	ubils	19920	
bad-U	2195	Old_English	yfel	21326	
bad-U	2195	Old_High_German	ubil	27883	
bad-U	2195	Proto-Indo-European	*uba	23820	
bad-V	2196	Italian	kat'tivo	8851	
bad-V	2196	Provencal	caitiu	23520	
bad-W	2553	Hindi	BURA	23522	
bad-W	2553	Lahnda	BURA	9630	
bad-W	2553	Marwari	bhū̃ḍō	20817	
bad-W	2553	Panjabi_ST	PERA	11778	
bad-W	2553	Urdu	bʊɾɑ	24480	
bad-X	2554	Kashmiri	MADA	23524	
bad-X	2554	Sindhi	maṭhō	22846	
bad-Y	2555	Lithuanian_O	NEGERAS	23527	
bad-Y	2555	Lithuanian_ST	NEGERAS	10227	
bad-Z	2578	Baluchi	GANDAGH	1968	
bad-Z	2578	Old_Persian	gasta	28679	
bad-Z	2578	Shughni	gandā	29720	
bad-Z	2578	Tadzik	GANDA	16713	
bark-A	5	Pashto	POST	8	
bark-A	5	Persian	PUST	12167	
bark-A	5	Shughni	pust	29723	
bark-A	5	Tadzik	PUST, TAXTAPUST	16714	
bark-A	5	Wakhi	DERUXTE PIST	17675	
bark-B	182	Afrikaans	BOOMSKORS	25068	
bark-B	182	Brazilian	ˈkaskɐ	27206	
bark-B	182	Brazilian	CORTEX, CORTICA	2362	
bark-B	182	Bulgarian	kʊˈra	3153	
bark-B	182	BULGARIAN_P	KORA	3353	
bark-B	182	Byelorussian	KARA	3545	
bark-B	182	BYELORUSSIAN_P	KARA	3744	
bark-B	182	Catalan	əs'kɔrsə	3936	
bark-B	182	Czech	kuːra	4132	
bark-B	182	Czech_E	KURA	4331	
bark-B	182	CZECH_P	KURA	4529	
bark-B	182	Dolomite_Ladino	scorza	31719	
bark-B	182	Dutch_List	sχɔrs	4921	
bark-B	182	French	ekɔʀs	5714	
bark-B	182	Friulian	scuarce, scusse	26170	
bark-B	182	Gypsy_Gk	KOZA	7881	LOAN
bark-B	182	Italian	kor'tettʃa	26574	
bark-B	182	Italian	'skɔrdza	8852	
bark-B	182	Ladin	SCORZA	9433	
bark-B	182	Latin	cortex	20343	
bark-B	182	Lower_Sorbian	SKORA	10428	
bark-B	182	Macedonian	KORA	10812	
bark-B	182	MACEDONIAN_P	KORA	11004	
bark-B	182	Old_Church_Slavonic	кора	21079	
bark-B	182	Polish	ˈkɔra	12365	
bark-B	182	POLISH_P	KORA	12565	
bark-B	182	Portuguese_ST	ˈkaʃkɐ	26784	
bark-B	182	Portuguese_ST	CORTICA	12757	
bark-B	182	Romansh	scorsa	26377	
bark-B	182	Rumanian_List	scoarță	13355	
bark-B	182	Russian	ko'ra	13554	
bark-B	182	RUSSIAN_P	KORA	13754	
bark-B	182	Sardinian_C	KROZU	13945	
bark-B	182	Sardinian_L	ISCORZA	14145	
bark-B	182	Sardinian_N	ISKORTHA	14344	
bark-B	182	Serbian	kora	22606	
bark-B	182	Serbocroatian	KORA	14542	
bark-B	182	SERBOCROATIAN_P	KORA	14742	
bark-B	182	Slovak	KORA	15133	
bark-B	182	SLOVAK_P	KORA	15333	
bark-B	182	SLOVENIAN_P	KORA	15724	
bark-B	182	Spanish	koɾ'teθa	15916	
bark-B	182	UKRAINIAN_P	KORA	17303	
bark-B	182	Upper_Sorbian	SKORA	10620	
bark-C	357	ALBANIAN	zhapë	23534	
bark-C	357	Albanian_G	zhapë	793	
bark-D	570	Armenian_List	GEGHEV	1581	
bark-D	570	Armenian_Mod	kɛˈʁɛv	26708	
bark-D	570	Armenian_Mod	kełew	1773	
bark-D	570	Classical_Armenian	kełew	28445	
bark-E	750	Assamese	sal	19029	
bark-E	750	Bengali	CHAL	2163	
bark-E	750	Bihari	chal	19315	
bark-E	750	Gujarati	tʃʰəl	7688	
bark-E	750	Hindi	cʰal	8064	
bark-E	750	Lahnda	CHAL	9631	
bark-E	750	Magahi	cʰilkɑ	30746	
bark-E	750	Marathi	sal	11196	
bark-E	750	Marwari	chauḍō	20819	
bark-E	750	Oriya	čheli	22048	
bark-E	750	Panjabi_ST	CHELL	11779	
bark-E	750	Sindhi	čhilu	22848	
bark-E	750	Urdu	ʧɑl	24352	
bark-F	971	Breton_List	RUSK	2559	
bark-F	971	Breton_ST	rysk	2956	
bark-F	971	Cornish	rusk	19590	
bark-F	971	Gaulish	rusca	30265	
bark-F	971	Manx	roost	31948	
bark-F	971	Old_Breton	rusc	32066	
bark-F	971	Old_Cornish	rusc	32145	
bark-F	971	Old_Irish	rúsc	29471	
bark-F	971	Provencal	RUSCO	23531	LOAN
bark-F	971	Scots_Gaelic	rùsg	23910	
bark-F	971	Welsh_C	RHISGL	18245	
bark-F	971	Welsh_N	RHISGL	18445	
bark-G	1305	Danish	b̥ɑːg̥ʰ	4721	
bark-G	1305	English	bɑ:k	5120	LOAN
bark-G	1305	Faroese	ˈbœʃkʊr	5320	
bark-G	1305	German	'bɔrkə	23532	
bark-G	1305	Icelandic_ST	BORKUR	8264	
bark-G	1305	Norwegian	bark	13157	
bark-G	1305	Old_Norse	borkr	21571	
bark-G	1305	Swedish	bark	16116	
bark-G	1305	Swedish_Up	BARK	16315	
bark-G	1305	Swedish_Vl	BARK	16515	
bark-H	2465	Afrikaans	BAS	208	
bark-H	2465	Flemish	BAST	5517	
bark-H	2465	Frisian	bɔst, bast	6309	
bark-I	1411	French_Creole_C	LAPO BWA	5914	
bark-I	1411	French_Creole_D	LAPO	6112	
bark-I	1411	Walloon	PELOTE	17853	
bark-J	1438	German	'rɪndə	6500	
bark-J	1438	German_Munich	Rinde	30282	
bark-J	1438	Old_English	rinde	21327	
bark-J	1438	Old_High_German	rinta	27884	
bark-J	1438	Pennsylvania_Dutch	RINN	11977	
bark-J	1438	Schwyzerdutsch	rinde	29012	
bark-K	1452	Greek_D	FLOUDA	6699	
bark-K	1452	Greek_Ml	FLOUDA	7290	
bark-K	1452	Vlach	FLUDHE	17493	
bark-L	1574	Ancient_Greek	φλοιός	18652	
bark-L	1574	Greek_K	FLOIOS	6897	
bark-M	1685	Irish_A	COIRT	8459	
bark-M	1685	Irish_B	COIRT	8658	
bark-N	1798	Assamese	bakɔli	19028	
bark-N	1798	Khaskura	BOKRA	9246	
bark-N	1798	Nepali	BOKRO	11396	
bark-N	1798	Oriya	bɔkɔḷɔ	22049	
bark-O	1887	Lithuanian_O	MEDZIO ZIEVE	10029	
bark-O	1887	Lithuanian_ST	MEDZIO ZIEVE	10228	
bark-Aa	4145	Singhalese	POTTA	14934	
bark-P	2090	Waziri	PATIKAI	18053	
bark-Q	2526	Vedic_Sanskrit	tvák	22332	
bark-R	3157	Latvian	MIZA	9830	
bark-R	3157	Latvian	miza	20583	
bark-S	3230	Digor_Ossetic	c'arɐ	27276	
bark-S	3230	Iron_Ossetic	c'ar	27275	
bark-S	3230	Kashmiri	TSAM	23530	
bark-S	3230	Ossetic	tsʲar	11595	
bark-T	3777	Baluchi	GAWAZ	1969	
bark-U	3778	Kurdish	qaşik	24587	
bark-V	3779	Kurdish	qal	24588	
bark-W	3780	Shughni	anōq	29724	
bark-X	3781	Shughni	čilyak	29722	
bark-Y	3881	Kashmiri	DEL	9051	
bark-Z	4017	Friulian	croste	31641	
bark-Z	4017	Romansh	crusta	31591	
because-A	183	Afrikaans	DOORDAT	25208	
because-A	183	Afrikaans	OMDAT	209	
because-A	183	Byelorussian	TAGO STO	25219	
because-A	183	Byelorussian	TAMU	3546	
because-A	183	BYELORUSSIAN_P	TAMU STO	3745	
because-A	183	Czech	protoʒɛ	4133	
