LANGUAGE,GLOTTOCODE,CONCEPT,COGNATE
Ancient_Greek,anci1242,KILL,kill_0
Ancient_Greek,anci1242,KILL,kill_u
Arumanian,arom1237,KILL,kill_0
Arvanitika,arva1236,KILL,kill_0
Arvanitika,arva1236,KILL,kill_c
Assamese,assa1263,KILL,kill_f
Avestan,aves1237,KILL,kill_w
Baluchi,east2304,KILL,kill_e
Belarusian,bela1254,KILL,kill_i
Bengali,beng1280,KILL,kill_f
Bihari,biha1245,KILL,kill_f
Breton,bret1244,KILL,kill_h
Bulgarian,bulg1262,KILL,kill_i
Cagliari,sard1257,KILL,kill_n
Catalan,stan1289,KILL,kill_0
Catalan,stan1289,KILL,kill_g
Classical_Armenian,clas1256,KILL,kill_d
Cornish,corn1251,KILL,kill_h
Czech,czec1258,KILL,kill_i
Danish,dani1285,KILL,kill_b
Digor_Ossetic,digo1242,KILL,kill_f
Dutch,cent2352,KILL,kill_s
Dutch,cent2352,KILL,kill_t
Eastern_Armenian,nucl1235,KILL,kill_d
English,stan1293,KILL,kill_j
Faroese,faro1244,KILL,kill_b
Flemish,cent2353,KILL,kill_t
French,stan1290,KILL,kill_k
Frisian,fris1239,KILL,kill_t
Friulian,friu1240,KILL,kill_p
Friulian,friu1240,KILL,kill_x
German,stan1295,KILL,kill_t
Gothic,goth1244,KILL,kill_0
Gothic,goth1244,KILL,kill_s
Gothic,goth1244,KILL,kill_t
Gujarati,guja1252,KILL,kill_f
Hindi,hind1269,KILL,kill_f
Hittite,hitt1242,KILL,kill_w
Icelandic,icel1247,KILL,kill_b
Irish,iris1253,KILL,kill_0
Italian,ital1282,KILL,kill_o
Italian,ital1282,KILL,kill_p
Kashmiri,kash1277,KILL,kill_f
Kurdish,kurd1259,KILL,kill_e
Ladin,ladi1250,KILL,kill_f
Ladin,ladi1250,KILL,kill_p
Lahnda,lahn1241,KILL,kill_f
Latin,lati1261,KILL,kill_0
Latin,lati1261,KILL,kill_o
Latvian,latv1249,KILL,kill_q
Latvian,latv1249,KILL,kill_r
Lithuanian,lith1251,KILL,kill_m
Lower_Sorbian,lowe1385,KILL,kill_i
Luxembourgish,luxe1243,KILL,kill_t
Macedonian,mace1250,KILL,kill_0
Macedonian,mace1250,KILL,kill_i
Marathi,mara1378,KILL,kill_0
Marathi,mara1378,KILL,kill_f
Marwari,marw1260,KILL,kill_0
Marwari,marw1260,KILL,kill_f
Modern_Greek,mode1248,KILL,kill_l
Nepali,nepa1254,KILL,kill_f
Norwegian,norw1258,KILL,kill_b
Nuorese,nuor1238,KILL,kill_o
Old_Church_Slavic,chur1257,KILL,kill_i
Old_English,olde1238,KILL,kill_s
Old_High_German,oldh1241,KILL,kill_s
Old_High_German,oldh1241,KILL,kill_t
Old_Irish,oldi1246,KILL,kill_f
Old_Irish,oldi1246,KILL,kill_v
Old_Prussian,prus1238,KILL,kill_r
Old_West_Norse,oldw1240,KILL,kill_0
Old_West_Norse,oldw1240,KILL,kill_b
Old_West_Norse,oldw1240,KILL,kill_t
Oriya,oriy1255,KILL,kill_f
Panjabi,panj1256,KILL,kill_f
Pashto,pash1269,KILL,kill_a
Persian,west2369,KILL,kill_e
Polish,poli1260,KILL,kill_i
Portuguese,port1283,KILL,kill_g
Provencal,prov1235,KILL,kill_0
Provencal,prov1235,KILL,kill_k
Romani,roma1329,KILL,kill_0
Romanian,megl1237,KILL,kill_f
Romanian,megl1237,KILL,kill_o
Romansh,roma1326,KILL,kill_p
Romansh,roma1326,KILL,kill_x
Russian,russ1263,KILL,kill_i
Sariqoli,sari1246,KILL,kill_e
Sariqoli,sari1246,KILL,kill_w
Scots_Gaelic,scot1245,KILL,kill_f
Serbian,sout1528,KILL,kill_i
Shughni,shug1248,KILL,kill_e
Sindhi,sind1272,KILL,kill_0
Singhalese,sinh1246,KILL,kill_f
Slovak,slov1269,KILL,kill_i
Slovenian,slov1268,KILL,kill_i
Spanish,stan1288,KILL,kill_g
Swedish,swed1254,KILL,kill_b
Swedish,swed1254,KILL,kill_t
Swiss_German,swis1247,KILL,kill_t
Tajik,taji1245,KILL,kill_0
Tajik,taji1245,KILL,kill_e
Tajik,taji1245,KILL,kill_w
Tocharian_A,tokh1242,KILL,kill_0
Tocharian_B,tokh1243,KILL,kill_0
Tosk,alba1268,KILL,kill_c
Ukrainian,ukra1253,KILL,kill_0
Ukrainian,ukra1253,KILL,kill_i
Upper_Sorbian,uppe1395,KILL,kill_i
Urdu,urdu1245,KILL,kill_f
Vedic_Sanskrit,sans1269,KILL,kill_w
Wakhi,wakh1245,KILL,kill_0
Walloon,wall1255,KILL,kill_k
Waziri,waci1238,KILL,kill_a
Welsh,wels1247,KILL,kill_h
Zazaki,kirm1248,KILL,kill_e
Ancient_Greek,anci1242,KNEE,knee_n
Arvanitika,arva1236,KNEE,knee_n
Assamese,assa1263,KNEE,knee_d
Assamese,assa1263,KNEE,knee_n
Avestan,aves1237,KNEE,knee_n
Bengali,beng1280,KNEE,knee_0
Bengali,beng1280,KNEE,knee_e
Bihari,biha1245,KNEE,knee_0
Breton,bret1244,KNEE,knee_n
Catalan,stan1289,KNEE,knee_n
Classical_Armenian,clas1256,KNEE,knee_n
Cornish,corn1251,KNEE,knee_n
Czech,czec1258,KNEE,knee_b
Danish,dani1285,KNEE,knee_n
Dutch,cent2352,KNEE,knee_n
Eastern_Armenian,nucl1235,KNEE,knee_n
English,stan1293,KNEE,knee_n
French,stan1290,KNEE,knee_n
Friulian,friu1240,KNEE,knee_n
German,stan1295,KNEE,knee_n
Gothic,goth1244,KNEE,knee_n
Hittite,hitt1242,KNEE,knee_n
Irish,iris1253,KNEE,knee_n
Italian,ital1282,KNEE,knee_c
Italian,ital1282,KNEE,knee_n
Kurdish,kurd1259,KNEE,knee_f
Latin,lati1261,KNEE,knee_n
Latvian,latv1249,KNEE,knee_b
Lithuanian,lith1251,KNEE,knee_b
Luxembourgish,luxe1243,KNEE,knee_n
Marwari,marw1260,KNEE,knee_e
Old_Church_Slavic,chur1257,KNEE,knee_b
Old_English,olde1238,KNEE,knee_n
Old_High_German,oldh1241,KNEE,knee_n
Old_Irish,oldi1246,KNEE,knee_n
Old_Prussian,prus1238,KNEE,knee_b
Old_West_Norse,oldw1240,KNEE,knee_n
Oriya,oriy1255,KNEE,knee_d
Persian,west2369,KNEE,knee_a
Polish,poli1260,KNEE,knee_b
Provencal,prov1235,KNEE,knee_n
Romani,roma1329,KNEE,knee_h
Romanian,megl1237,KNEE,knee_n
Romansh,roma1326,KNEE,knee_n
Russian,russ1263,KNEE,knee_b
Sariqoli,sari1246,KNEE,knee_a
Scots_Gaelic,scot1245,KNEE,knee_n
Serbian,sout1528,KNEE,knee_b
Shughni,shug1248,KNEE,knee_a
Sogdian,sogd1245,KNEE,knee_a
Spanish,stan1288,KNEE,knee_c
Swedish,swed1254,KNEE,knee_n
Swiss_German,swis1247,KNEE,knee_n
Tajik,taji1245,KNEE,knee_a
Tocharian_A,tokh1242,KNEE,knee_n
Tocharian_B,tokh1243,KNEE,knee_n
Tosk,alba1268,KNEE,knee_n
Urdu,urdu1245,KNEE,knee_e
Vedic_Sanskrit,sans1269,KNEE,knee_n
Welsh,wels1247,KNEE,knee_n
Zazaki,kirm1248,KNEE,knee_f
Zazaki,kirm1248,KNEE,knee_g
Adapazar,homs1234,KNOW,know_f
Afrikaans,afri1274,KNOW,know_f
Ancient_Greek,anci1242,KNOW,know_e
Ancient_Greek,anci1242,KNOW,know_f
Arumanian,arom1237,KNOW,know_d
Arvanitika,arva1236,KNOW,know_a
Arvanitika,arva1236,KNOW,know_b
Assamese,assa1263,KNOW,know_a
Avestan,aves1237,KNOW,know_a
Avestan,aves1237,KNOW,know_f
Baluchi,east2304,KNOW,know_0
Belarusian,bela1254,KNOW,know_f
Bengali,beng1280,KNOW,know_a
Bihari,biha1245,KNOW,know_a
Breton,bret1244,KNOW,know_f
Bulgarian,bulg1262,KNOW,know_a
Cagliari,sard1257,KNOW,know_d
Catalan,stan1289,KNOW,know_0
Catalan,stan1289,KNOW,know_a
Catalan,stan1289,KNOW,know_c
Classical_Armenian,clas1256,KNOW,know_f
Cornish,corn1251,KNOW,know_0
Cornish,corn1251,KNOW,know_f
Czech,czec1258,KNOW,know_a
Czech,czec1258,KNOW,know_f
Danish,dani1285,KNOW,know_f
Digor_Ossetic,digo1242,KNOW,know_a
Dutch,cent2352,KNOW,know_f
Eastern_Armenian,nucl1235,KNOW,know_0
Eastern_Armenian,nucl1235,KNOW,know_f
English,stan1293,KNOW,know_a
Faroese,faro1244,KNOW,know_f
Flemish,cent2353,KNOW,know_f
French,stan1290,KNOW,know_c
Frisian,fris1239,KNOW,know_f
Friulian,friu1240,KNOW,know_a
Friulian,friu1240,KNOW,know_c
German,stan1295,KNOW,know_f
Gothic,goth1244,KNOW,know_f
Gujarati,guja1252,KNOW,know_a
Hindi,hind1269,KNOW,know_a
Hittite,hitt1242,KNOW,know_0
Icelandic,icel1247,KNOW,know_f
Irish,iris1253,KNOW,know_a
Irish,iris1253,KNOW,know_f
Italian,ital1282,KNOW,know_c
Kashmiri,kash1277,KNOW,know_a
Kurdish,kurd1259,KNOW,know_a
Ladin,ladi1250,KNOW,know_c
Lahnda,lahn1241,KNOW,know_a
Latin,lati1261,KNOW,know_a
Latin,lati1261,KNOW,know_d
Latvian,latv1249,KNOW,know_a
Lithuanian,lith1251,KNOW,know_a
Lower_Sorbian,lowe1385,KNOW,know_a
Luxembourgish,luxe1243,KNOW,know_f
Macedonian,mace1250,KNOW,know_a
Marathi,mara1378,KNOW,know_0
Marathi,mara1378,KNOW,know_a
Marwari,marw1260,KNOW,know_0
Marwari,marw1260,KNOW,know_a
Modern_Greek,mode1248,KNOW,know_g
Nepali,nepa1254,KNOW,know_a
Norwegian,norw1258,KNOW,know_f
Nuorese,nuor1238,KNOW,know_d
Old_Church_Slavic,chur1257,KNOW,know_a
Old_Church_Slavic,chur1257,KNOW,know_f
Old_English,olde1238,KNOW,know_f
Old_High_German,oldh1241,KNOW,know_f
Old_Irish,oldi1246,KNOW,know_f
Old_Prussian,prus1238,KNOW,know_f
Old_West_Norse,oldw1240,KNOW,know_f
Oriya,oriy1255,KNOW,know_a
Panjabi,panj1256,KNOW,know_a
Pashto,pash1269,KNOW,know_k
Persian,west2369,KNOW,know_a
Polish,poli1260,KNOW,know_a
Polish,poli1260,KNOW,know_f
Portuguese,port1283,KNOW,know_c
Provencal,prov1235,KNOW,know_c
Romani,roma1329,KNOW,know_a
Romanian,megl1237,KNOW,know_d
Romansh,roma1326,KNOW,know_a
Romansh,roma1326,KNOW,know_c
Russian,russ1263,KNOW,know_a
Sariqoli,sari1246,KNOW,know_a
Scots_Gaelic,scot1245,KNOW,know_f
Serbian,sout1528,KNOW,know_a
Shughni,shug1248,KNOW,know_a
Shughni,shug1248,KNOW,know_h
Sindhi,sind1272,KNOW,know_a
Singhalese,sinh1246,KNOW,know_a
Slovak,slov1269,KNOW,know_a
Slovak,slov1269,KNOW,know_f
Slovenian,slov1268,KNOW,know_a
Sogdian,sogd1245,KNOW,know_j
Spanish,stan1288,KNOW,know_c
Swedish,swed1254,KNOW,know_f
Swiss_German,swis1247,KNOW,know_f
Tajik,taji1245,KNOW,know_a
Tajik,taji1245,KNOW,know_h
Tocharian_A,tokh1242,KNOW,know_0
Tocharian_A,tokh1242,KNOW,know_a
Tocharian_B,tokh1243,KNOW,know_0
Tosk,alba1268,KNOW,know_b
Ukrainian,ukra1253,KNOW,know_a
Upper_Sorbian,uppe1395,KNOW,know_a
Urdu,urdu1245,KNOW,know_a
Vedic_Sanskrit,sans1269,KNOW,know_f
Wakhi,wakh1245,KNOW,know_0
Walloon,wall1255,KNOW,know_c
Waziri,waci1238,KNOW,know_i
Welsh,wels1247,KNOW,know_f
Zazaki,kirm1248,KNOW,know_a
Adapazar,homs1234,LAKE,lake_d
Afrikaans,afri1274,LAKE,lake_b
Ancient_Greek,anci1242,LAKE,lake_j
Arvanitika,arva1236,LAKE,lake_c
Arvanitika,arva1236,LAKE,lake_n
Assamese,assa1263,LAKE,lake_s
Avestan,aves1237,LAKE,lake_y
Baluchi,east2304,LAKE,lake_a
Belarusian,bela1254,LAKE,lake_f
Bengali,beng1280,LAKE,lake_0
Bihari,biha1245,LAKE,lake_p
Breton,bret1244,LAKE,lake_e
Bulgarian,bulg1262,LAKE,lake_f
Cagliari,sard1257,LAKE,lake_e
Catalan,stan1289,LAKE,lake_0
Catalan,stan1289,LAKE,lake_e
Classical_Armenian,clas1256,LAKE,lake_0
Classical_Armenian,clas1256,LAKE,lake_d
Cornish,corn1251,LAKE,lake_e
Czech,czec1258,LAKE,lake_f
Danish,dani1285,LAKE,lake_g
Digor_Ossetic,digo1242,LAKE,lake_t
Dutch,cent2352,LAKE,lake_b
Eastern_Armenian,nucl1235,LAKE,lake_d
English,stan1293,LAKE,lake_e
Faroese,faro1244,LAKE,lake_h
Flemish,cent2353,LAKE,lake_b
French,stan1290,LAKE,lake_e
Friulian,friu1240,LAKE,lake_e
German,stan1295,LAKE,lake_g
Gothic,goth1244,LAKE,lake_g
Gujarati,guja1252,LAKE,lake_k
Hindi,hind1269,LAKE,lake_p
Hittite,hitt1242,LAKE,lake_0
Icelandic,icel1247,LAKE,lake_h
Irish,iris1253,LAKE,lake_e
Italian,ital1282,LAKE,lake_e
Kashmiri,kash1277,LAKE,lake_0
Kashmiri,kash1277,LAKE,lake_k
Ladin,ladi1250,LAKE,lake_e
Lahnda,lahn1241,LAKE,lake_p
Latin,lati1261,LAKE,lake_e
Latvian,latv1249,LAKE,lake_f
Lithuanian,lith1251,LAKE,lake_f
Lithuanian,lith1251,LAKE,lake_l
Lower_Sorbian,lowe1385,LAKE,lake_f
Luxembourgish,luxe1243,LAKE,lake_g
Macedonian,mace1250,LAKE,lake_f
Marathi,mara1378,LAKE,lake_q
Marwari,marw1260,LAKE,lake_0
Modern_Greek,mode1248,LAKE,lake_j
Nepali,nepa1254,LAKE,lake_0
Nepali,nepa1254,LAKE,lake_p
Nepali,nepa1254,LAKE,lake_q
Norwegian,norw1258,LAKE,lake_h
Nuorese,nuor1238,LAKE,lake_e
Old_Church_Slavic,chur1257,LAKE,lake_f
Old_English,olde1238,LAKE,lake_b
Old_English,olde1238,LAKE,lake_g
Old_High_German,oldh1241,LAKE,lake_g
Old_Irish,oldi1246,LAKE,lake_e
Old_Prussian,prus1238,LAKE,lake_f
Old_West_Norse,oldw1240,LAKE,lake_h
Oriya,oriy1255,LAKE,lake_s
Panjabi,panj1256,LAKE,lake_p
Pashto,pash1269,LAKE,lake_0
Pashto,pash1269,LAKE,lake_a
Pashto,pash1269,LAKE,lake_o
Pashto,pash1269,LAKE,lake_p
Pashto,pash1269,LAKE,lake_r
Persian,west2369,LAKE,lake_l
Persian,west2369,LAKE,lake_r
Polish,poli1260,LAKE,lake_f
Portuguese,port1283,LAKE,lake_e
Provencal,prov1235,LAKE,lake_e
Romanian,megl1237,LAKE,lake_e
Romansh,roma1326,LAKE,lake_e
Russian,russ1263,LAKE,lake_f
Sariqoli,sari1246,LAKE,lake_v
Scots_Gaelic,scot1245,LAKE,lake_e
Serbian,sout1528,LAKE,lake_f
Shughni,shug1248,LAKE,lake_v
Singhalese,sinh1246,LAKE,lake_0
Slovak,slov1269,LAKE,lake_f
Slovenian,slov1268,LAKE,lake_f
Sogdian,sogd1245,LAKE,lake_u
Spanish,stan1288,LAKE,lake_e
Swedish,swed1254,LAKE,lake_g
Swiss_German,swis1247,LAKE,lake_g
Tajik,taji1245,LAKE,lake_o
Tocharian_A,tokh1242,LAKE,lake_m
Tocharian_B,tokh1243,LAKE,lake_m
Tosk,alba1268,LAKE,lake_n
Ukrainian,ukra1253,LAKE,lake_f
Upper_Sorbian,uppe1395,LAKE,lake_f
Urdu,urdu1245,LAKE,lake_p
Vedic_Sanskrit,sans1269,LAKE,lake_k
Vedic_Sanskrit,sans1269,LAKE,lake_l
Vedic_Sanskrit,sans1269,LAKE,lake_s
Wakhi,wakh1245,LAKE,lake_x
Walloon,wall1255,LAKE,lake_e
Welsh,wels1247,LAKE,lake_e
Zazaki,kirm1248,LAKE,lake_v
Zazaki,kirm1248,LAKE,lake_w
Adapazar,homs1234,LAUGH,laugh_a
Afrikaans,afri1274,LAUGH,laugh_b
Ancient_Greek,anci1242,LAUGH,laugh_d
Arumanian,arom1237,LAUGH,laugh_f
Arvanitika,arva1236,LAUGH,laugh_c
Assamese,assa1263,LAUGH,laugh_e
Baluchi,east2304,LAUGH,laugh_a
Belarusian,bela1254,LAUGH,laugh_h
Bengali,beng1280,LAUGH,laugh_e
Bihari,biha1245,LAUGH,laugh_e
Breton,bret1244,LAUGH,laugh_g
Bulgarian,bulg1262,LAUGH,laugh_h
Cagliari,sard1257,LAUGH,laugh_f
Catalan,stan1289,LAUGH,laugh_f
Classical_Armenian,clas1256,LAUGH,laugh_d
Cornish,corn1251,LAUGH,laugh_g
Czech,czec1258,LAUGH,laugh_h
Danish,dani1285,LAUGH,laugh_b
Digor_Ossetic,digo1242,LAUGH,laugh_m
Dutch,cent2352,LAUGH,laugh_b
Eastern_Armenian,nucl1235,LAUGH,laugh_d
English,stan1293,LAUGH,laugh_b
Faroese,faro1244,LAUGH,laugh_b
Flemish,cent2353,LAUGH,laugh_b
French,stan1290,LAUGH,laugh_f
Frisian,fris1239,LAUGH,laugh_0
Frisian,fris1239,LAUGH,laugh_b
Friulian,friu1240,LAUGH,laugh_f
German,stan1295,LAUGH,laugh_b
Gothic,goth1244,LAUGH,laugh_b
Gujarati,guja1252,LAUGH,laugh_e
Hindi,hind1269,LAUGH,laugh_e
Hittite,hitt1242,LAUGH,laugh_0
Hittite,hitt1242,LAUGH,laugh_a
Icelandic,icel1247,LAUGH,laugh_b
Irish,iris1253,LAUGH,laugh_i
Italian,ital1282,LAUGH,laugh_f
Kashmiri,kash1277,LAUGH,laugh_e
Ladin,ladi1250,LAUGH,laugh_f
Lahnda,lahn1241,LAUGH,laugh_e
Latin,lati1261,LAUGH,laugh_f
Latvian,latv1249,LAUGH,laugh_h
Lithuanian,lith1251,LAUGH,laugh_j
Lower_Sorbian,lowe1385,LAUGH,laugh_h
Luxembourgish,luxe1243,LAUGH,laugh_b
Macedonian,mace1250,LAUGH,laugh_h
Marathi,mara1378,LAUGH,laugh_e
Marwari,marw1260,LAUGH,laugh_e
Modern_Greek,mode1248,LAUGH,laugh_d
Nepali,nepa1254,LAUGH,laugh_e
Norwegian,norw1258,LAUGH,laugh_b
Nuorese,nuor1238,LAUGH,laugh_f
Old_Church_Slavic,chur1257,LAUGH,laugh_h
Old_English,olde1238,LAUGH,laugh_b
Old_High_German,oldh1241,LAUGH,laugh_b
Old_Irish,oldi1246,LAUGH,laugh_0
Old_West_Norse,oldw1240,LAUGH,laugh_b
Oriya,oriy1255,LAUGH,laugh_e
Panjabi,panj1256,LAUGH,laugh_e
Pashto,pash1269,LAUGH,laugh_a
Persian,west2369,LAUGH,laugh_a
Polish,poli1260,LAUGH,laugh_h
Portuguese,port1283,LAUGH,laugh_f
Provencal,prov1235,LAUGH,laugh_f
Romani,roma1329,LAUGH,laugh_e
Romanian,megl1237,LAUGH,laugh_f
Romansh,roma1326,LAUGH,laugh_f
Russian,russ1263,LAUGH,laugh_h
Sariqoli,sari1246,LAUGH,laugh_a
Scots_Gaelic,scot1245,LAUGH,laugh_i
Serbian,sout1528,LAUGH,laugh_h
Shughni,shug1248,LAUGH,laugh_a
Sindhi,sind1272,LAUGH,laugh_0
Singhalese,sinh1246,LAUGH,laugh_0
Slovak,slov1269,LAUGH,laugh_h
Slovenian,slov1268,LAUGH,laugh_h
Sogdian,sogd1245,LAUGH,laugh_a
Spanish,stan1288,LAUGH,laugh_f
Swedish,swed1254,LAUGH,laugh_k
Swiss_German,swis1247,LAUGH,laugh_b
Tajik,taji1245,LAUGH,laugh_a
Tocharian_A,tokh1242,LAUGH,laugh_l
Tocharian_B,tokh1243,LAUGH,laugh_l
Tosk,alba1268,LAUGH,laugh_c
Ukrainian,ukra1253,LAUGH,laugh_h
Upper_Sorbian,uppe1395,LAUGH,laugh_h
Urdu,urdu1245,LAUGH,laugh_e
Vedic_Sanskrit,sans1269,LAUGH,laugh_e
Wakhi,wakh1245,LAUGH,laugh_a
Walloon,wall1255,LAUGH,laugh_f
Waziri,waci1238,LAUGH,laugh_a
Welsh,wels1247,LAUGH,laugh_g
Zazaki,kirm1248,LAUGH,laugh_a
Adapazar,homs1234,LEAF,leaf_d
Afrikaans,afri1274,LEAF,leaf_b
Ancient_Greek,anci1242,LEAF,leaf_0
Ancient_Greek,anci1242,LEAF,leaf_b
Arumanian,arom1237,LEAF,leaf_f
Arvanitika,arva1236,LEAF,leaf_c
Assamese,assa1263,LEAF,leaf_0
Assamese,assa1263,LEAF,leaf_e
Avestan,aves1237,LEAF,leaf_j
Baluchi,east2304,LEAF,leaf_o
Belarusian,bela1254,LEAF,leaf_h
Bengali,beng1280,LEAF,leaf_e
Bihari,biha1245,LEAF,leaf_e
Breton,bret1244,LEAF,leaf_g
Bulgarian,bulg1262,LEAF,leaf_h
Cagliari,sard1257,LEAF,leaf_b
Catalan,stan1289,LEAF,leaf_b
Classical_Armenian,clas1256,LEAF,leaf_d
Cornish,corn1251,LEAF,leaf_g
Czech,czec1258,LEAF,leaf_h
Danish,dani1285,LEAF,leaf_i
Digor_Ossetic,digo1242,LEAF,leaf_m
Dutch,cent2352,LEAF,leaf_b
Eastern_Armenian,nucl1235,LEAF,leaf_d
English,stan1293,LEAF,leaf_i
Faroese,faro1244,LEAF,leaf_b
Flemish,cent2353,LEAF,leaf_b
French,stan1290,LEAF,leaf_b
Frisian,fris1239,LEAF,leaf_b
Friulian,friu1240,LEAF,leaf_b
German,stan1295,LEAF,leaf_b
Gothic,goth1244,LEAF,leaf_i
Gujarati,guja1252,LEAF,leaf_a
Hindi,hind1269,LEAF,leaf_e
Hittite,hitt1242,LEAF,leaf_l
Icelandic,icel1247,LEAF,leaf_b
Irish,iris1253,LEAF,leaf_g
Italian,ital1282,LEAF,leaf_b
Kashmiri,kash1277,LEAF,leaf_a
Kurdish,kurd1259,LEAF,leaf_b
Ladin,ladi1250,LEAF,leaf_b
Lahnda,lahn1241,LEAF,leaf_e
Latin,lati1261,LEAF,leaf_b
Latvian,latv1249,LEAF,leaf_i
Lithuanian,lith1251,LEAF,leaf_i
Lower_Sorbian,lowe1385,LEAF,leaf_h
Luxembourgish,luxe1243,LEAF,leaf_b
Macedonian,mace1250,LEAF,leaf_h
Marathi,mara1378,LEAF,leaf_a
Marwari,marw1260,LEAF,leaf_e
Modern_Greek,mode1248,LEAF,leaf_b
Nepali,nepa1254,LEAF,leaf_e
Norwegian,norw1258,LEAF,leaf_b
Nuorese,nuor1238,LEAF,leaf_0
Old_Church_Slavic,chur1257,LEAF,leaf_h
Old_English,olde1238,LEAF,leaf_b
Old_English,olde1238,LEAF,leaf_i
Old_High_German,oldh1241,LEAF,leaf_b
Old_High_German,oldh1241,LEAF,leaf_i
Old_Irish,oldi1246,LEAF,leaf_g
Old_Prussian,prus1238,LEAF,leaf_i
Old_West_Norse,oldw1240,LEAF,leaf_i
Oriya,oriy1255,LEAF,leaf_e
Panjabi,panj1256,LEAF,leaf_e
Pashto,pash1269,LEAF,leaf_a
Persian,west2369,LEAF,leaf_j
Polish,poli1260,LEAF,leaf_h
Portuguese,port1283,LEAF,leaf_b
Provencal,prov1235,LEAF,leaf_0
Provencal,prov1235,LEAF,leaf_b
Romani,roma1329,LEAF,leaf_e
Romanian,megl1237,LEAF,leaf_b
Romanian,megl1237,LEAF,leaf_f
Romansh,roma1326,LEAF,leaf_b
Russian,russ1263,LEAF,leaf_h
Sariqoli,sari1246,LEAF,leaf_j
Scots_Gaelic,scot1245,LEAF,leaf_g
Serbian,sout1528,LEAF,leaf_h
Shughni,shug1248,LEAF,leaf_j
Sindhi,sind1272,LEAF,leaf_a
Singhalese,sinh1246,LEAF,leaf_0
Slovak,slov1269,LEAF,leaf_h
Slovenian,slov1268,LEAF,leaf_0
Sogdian,sogd1245,LEAF,leaf_j
Spanish,stan1288,LEAF,leaf_b
Swedish,swed1254,LEAF,leaf_b
Swedish,swed1254,LEAF,leaf_i
Swiss_German,swis1247,LEAF,leaf_b
Tajik,taji1245,LEAF,leaf_j
Tocharian_A,tokh1242,LEAF,leaf_b
Tocharian_B,tokh1243,LEAF,leaf_b
Tosk,alba1268,LEAF,leaf_n
Ukrainian,ukra1253,LEAF,leaf_h
Upper_Sorbian,uppe1395,LEAF,leaf_h
Urdu,urdu1245,LEAF,leaf_e
Vedic_Sanskrit,sans1269,LEAF,leaf_a
Wakhi,wakh1245,LEAF,leaf_b
Walloon,wall1255,LEAF,leaf_b
Waziri,waci1238,LEAF,leaf_k
Welsh,wels1247,LEAF,leaf_g
Zazaki,kirm1248,LEAF,leaf_j
Adapazar,homs1234,LEFT,left_e
Afrikaans,afri1274,LEFT,left_b
Ancient_Greek,anci1242,LEFT,left_0
Ancient_Greek,anci1242,LEFT,left_j
Ancient_Greek,anci1242,LEFT,left_m
Arumanian,arom1237,LEFT,left_q
Arvanitika,arva1236,LEFT,left_d
Assamese,assa1263,LEFT,left_g
Avestan,aves1237,LEFT,left_t
Baluchi,east2304,LEFT,left_f
Belarusian,bela1254,LEFT,left_j
Bengali,beng1280,LEFT,left_g
Bihari,biha1245,LEFT,left_g
Breton,bret1244,LEFT,left_i
Bulgarian,bulg1262,LEFT,left_j
Cagliari,sard1257,LEFT,left_r
Catalan,stan1289,LEFT,left_h
Catalan,stan1289,LEFT,left_s
Classical_Armenian,clas1256,LEFT,left_0
Classical_Armenian,clas1256,LEFT,left_e
Cornish,corn1251,LEFT,left_i
Czech,czec1258,LEFT,left_j
Danish,dani1285,LEFT,left_k
Digor_Ossetic,digo1242,LEFT,left_w
Dutch,cent2352,LEFT,left_b
Eastern_Armenian,nucl1235,LEFT,left_e
English,stan1293,LEFT,left_0
Faroese,faro1244,LEFT,left_k
Flemish,cent2353,LEFT,left_b
French,stan1290,LEFT,left_l
Frisian,fris1239,LEFT,left_b
Friulian,friu1240,LEFT,left_0
German,stan1295,LEFT,left_b
Gothic,goth1244,LEFT,left_i
Gujarati,guja1252,LEFT,left_n
Hindi,hind1269,LEFT,left_g
Icelandic,icel1247,LEFT,left_k
Irish,iris1253,LEFT,left_i
Italian,ital1282,LEFT,left_h
Kashmiri,kash1277,LEFT,left_o
Ladin,ladi1250,LEFT,left_h
Lahnda,lahn1241,LEFT,left_o
Latin,lati1261,LEFT,left_h
Latvian,latv1249,LEFT,left_v
Lithuanian,lith1251,LEFT,left_p
Lower_Sorbian,lowe1385,LEFT,left_j
Luxembourgish,luxe1243,LEFT,left_b
Macedonian,mace1250,LEFT,left_j
Marathi,mara1378,LEFT,left_n
Marwari,marw1260,LEFT,left_o
Modern_Greek,mode1248,LEFT,left_m
Modern_Greek,mode1248,LEFT,left_u
Nepali,nepa1254,LEFT,left_n
Norwegian,norw1258,LEFT,left_k
Nuorese,nuor1238,LEFT,left_r
Old_Church_Slavic,chur1257,LEFT,left_j
Old_Church_Slavic,chur1257,LEFT,left_t
Old_English,olde1238,LEFT,left_k
Old_High_German,oldh1241,LEFT,left_b
Old_High_German,oldh1241,LEFT,left_k
Old_Irish,oldi1246,LEFT,left_i
Old_West_Norse,oldw1240,LEFT,left_k
Oriya,oriy1255,LEFT,left_g
Panjabi,panj1256,LEFT,left_o
Pashto,pash1269,LEFT,left_a
Persian,west2369,LEFT,left_f
Polish,poli1260,LEFT,left_j
Portuguese,port1283,LEFT,left_s
Provencal,prov1235,LEFT,left_l
Romani,roma1329,LEFT,left_0
Romanian,megl1237,LEFT,left_q
